dataset,model,nb_class,thread_time_mean,process_time_mean,raw_time_mean,liczba_regul_mean,srednia_dlugosc_reguly_mean,suma_warunkow_mean,train_acc_mean,test_acc_mean,train_bacc_mean,test_bacc_mean,thread_time_std,process_time_std,raw_time_std,liczba_regul_std,srednia_dlugosc_reguly_std,suma_warunkow_std,train_acc_std,test_acc_std,train_bacc_std,test_bacc_std
ionosphere,RuleKit_mincov-5_measure-C2,2,0.502,0.502,0.502,12.9,3.998,51.5,0.976,0.926,0.969,0.908,0.121,0.121,0.121,0.568,0.255,2.593,0.005,0.02,0.006,0.025
ionosphere,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,0.496,0.496,0.496,19.6,4.474,87.7,0.984,0.929,0.978,0.906,0.032,0.032,0.032,0.516,0.208,4.923,0.006,0.04,0.008,0.058
ionosphere,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,0.523,0.523,0.523,35.8,3.576,128.1,0.984,0.932,0.978,0.92,0.108,0.108,0.108,2.394,0.284,14.161,0.004,0.019,0.004,0.027
ionosphere,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.48,0.48,0.48,12.9,3.998,51.5,0.976,0.926,0.969,0.908,0.074,0.074,0.074,0.568,0.255,2.593,0.005,0.02,0.006,0.025
ionosphere,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.474,0.474,0.474,6.2,4.404,27.5,0.983,0.924,0.977,0.902,0.095,0.095,0.095,0.632,0.42,5.642,0.003,0.055,0.004,0.076
ionosphere,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.413,0.413,0.413,6.0,4.283,25.7,0.982,0.926,0.975,0.904,0.066,0.066,0.066,0.0,0.249,1.494,0.004,0.057,0.006,0.078
ionosphere,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.484,0.484,0.484,10.0,4.45,44.5,0.982,0.923,0.975,0.898,0.088,0.088,0.088,0.0,0.317,3.171,0.006,0.048,0.008,0.068
ionosphere,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.556,0.556,0.556,13.5,4.665,63.1,0.983,0.926,0.976,0.902,0.079,0.079,0.079,0.85,0.343,7.31,0.004,0.046,0.005,0.066
ionosphere,RuleKit_mincov-5_measure-Correlation,2,0.461,0.461,0.461,7.2,3.382,24.6,0.959,0.938,0.947,0.921,0.102,0.102,0.102,0.919,0.74,7.121,0.006,0.022,0.008,0.029
ionosphere,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.513,0.513,0.513,15.2,3.983,60.8,0.97,0.938,0.961,0.92,0.083,0.083,0.083,1.135,0.295,8.626,0.003,0.032,0.004,0.047
ionosphere,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,0.503,0.503,0.503,19.2,3.611,69.7,0.971,0.938,0.963,0.922,0.046,0.046,0.046,1.687,0.38,12.302,0.005,0.032,0.006,0.043
ionosphere,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.494,0.494,0.494,7.2,3.382,24.6,0.959,0.938,0.947,0.921,0.095,0.095,0.095,0.919,0.74,7.121,0.006,0.022,0.008,0.029
ionosphere,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.515,0.515,0.515,4.0,4.325,17.3,0.962,0.938,0.948,0.918,0.09,0.09,0.09,0.0,0.169,0.675,0.004,0.041,0.006,0.059
ionosphere,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.548,0.548,0.548,6.0,4.717,28.3,0.963,0.938,0.95,0.914,0.117,0.117,0.117,0.0,0.284,1.703,0.007,0.041,0.009,0.056
ionosphere,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.508,0.508,0.508,9.5,4.946,47.1,0.964,0.938,0.951,0.919,0.068,0.068,0.068,0.527,0.52,6.59,0.004,0.034,0.005,0.05
ionosphere,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,0.489,0.489,0.489,7.8,5.058,39.6,0.96,0.932,0.945,0.911,0.067,0.067,0.067,1.135,0.444,7.516,0.009,0.046,0.012,0.065
ionosphere,rulefit,2,1.122,11.123,1.122,25.8,3.573,92.5,0.99,0.92,0.989,0.91,0.082,1.35,0.082,2.098,0.465,15.876,0.005,0.044,0.006,0.053
iris,AQ15,3,0.324,0.324,0.324,17.3,2.014,34.8,1.0,0.907,1.0,0.907,0.232,0.232,0.232,2.627,0.114,5.493,0.0,0.064,0.0,0.064
iris,CN2_default,3,0.124,0.124,0.124,12.5,1.517,19.1,1.0,0.913,1.0,0.913,0.021,0.021,0.021,2.068,0.114,4.433,0.0,0.077,0.0,0.077
iris,CN2_v2,3,0.093,0.093,0.093,16.2,1.233,20.0,0.976,0.907,0.976,0.907,0.003,0.003,0.003,1.317,0.083,2.309,0.01,0.084,0.01,0.084
iris,IDS,3,3.366,3.367,3.366,17.9,1.223,21.9,0.333,0.333,0.333,0.333,0.039,0.039,0.039,2.132,0.07,2.998,0.0,0.0,0.0,0.0
iris,JRip,3,0.001,0.001,0.001,2.7,1.6,4.2,0.969,0.927,0.969,0.927,0.0,0.0,0.0,0.483,0.378,0.789,0.012,0.073,0.012,0.073
iris,LORD,3,0.058,0.058,0.058,13.6,1.796,24.3,,0.92,,,0.018,0.018,0.018,2.271,0.119,3.561,,0.061,,
iris,MLRules,3,0.007,0.011,0.007,100.0,2.335,233.5,1.0,0.946,1.0,0.946,0.0,0.004,0.0,0.0,0.184,18.392,0.0,0.061,0.0,0.061
iris,OneR,3,0.0,0.0,0.0,3.0,1.0,3.0,0.962,0.9,0.962,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.072,0.006,0.072
iris,RuleKit_mincov-10perMinClass_measure-C2,3,0.267,0.267,0.267,7.3,2.255,16.5,0.959,0.933,0.959,0.933,0.077,0.077,0.077,0.675,0.132,2.068,0.004,0.063,0.004,0.063
iris,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,3,0.382,0.382,0.382,12.9,2.186,28.3,0.981,0.94,0.981,0.94,0.123,0.123,0.123,1.969,0.093,5.208,0.008,0.073,0.008,0.073
iris,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,3,0.385,0.385,0.385,16.5,2.118,35.0,0.981,0.94,0.981,0.94,0.077,0.077,0.077,2.635,0.075,6.164,0.008,0.073,0.008,0.073
iris,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,3,0.248,0.248,0.248,7.3,2.255,16.5,0.959,0.933,0.959,0.933,0.124,0.124,0.124,0.675,0.132,2.068,0.004,0.063,0.004,0.063
iris,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,3,0.2,0.2,0.2,5.0,2.12,10.6,0.972,0.927,0.972,0.927,0.04,0.04,0.04,0.0,0.193,0.966,0.01,0.066,0.01,0.066
iris,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,3,0.32,0.32,0.32,7.0,2.0,14.0,0.981,0.94,0.981,0.94,0.106,0.106,0.106,0.0,0.135,0.943,0.007,0.066,0.007,0.066
iris,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,3,0.408,0.408,0.408,10.0,2.02,20.2,0.98,0.94,0.98,0.94,0.12,0.12,0.12,0.667,0.079,1.549,0.009,0.058,0.009,0.058
iris,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,3,0.349,0.349,0.349,8.6,2.025,17.4,0.981,0.94,0.981,0.94,0.148,0.148,0.148,0.699,0.108,1.506,0.007,0.073,0.007,0.073
iris,RuleKit_mincov-10perMinClass_measure-Correlation,3,0.13,0.13,0.13,3.2,1.517,4.9,0.964,0.907,0.964,0.907,0.059,0.059,0.059,0.422,0.196,1.197,0.011,0.072,0.011,0.072
iris,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,3,0.403,0.403,0.403,6.5,1.476,9.7,0.97,0.947,0.97,0.947,0.158,0.158,0.158,1.08,0.192,2.452,0.005,0.069,0.005,0.069
iris,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,3,0.438,0.438,0.438,6.5,1.476,9.7,0.97,0.947,0.97,0.947,0.159,0.159,0.159,1.08,0.192,2.452,0.005,0.069,0.005,0.069
iris,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,3,0.108,0.108,0.108,3.2,1.517,4.9,0.964,0.907,0.964,0.907,0.051,0.051,0.051,0.422,0.196,1.197,0.011,0.072,0.011,0.072
iris,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,3,0.101,0.101,0.101,3.2,1.517,4.9,0.964,0.907,0.964,0.907,0.042,0.042,0.042,0.422,0.196,1.197,0.011,0.072,0.011,0.072
iris,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,3,0.378,0.378,0.378,6.3,1.454,9.2,0.97,0.94,0.97,0.94,0.139,0.139,0.139,0.949,0.179,1.874,0.006,0.066,0.006,0.066
iris,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,3,0.362,0.362,0.362,6.5,1.476,9.7,0.97,0.947,0.97,0.947,0.127,0.127,0.127,1.08,0.192,2.452,0.005,0.069,0.005,0.069
iris,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,3,0.284,0.284,0.284,4.9,1.625,8.0,0.974,0.933,0.974,0.933,0.067,0.067,0.067,0.316,0.282,1.633,0.007,0.063,0.007,0.063
iris,RuleKit_mincov-5_measure-C2,3,0.291,0.291,0.291,7.3,2.255,16.5,0.959,0.933,0.959,0.933,0.074,0.074,0.074,0.675,0.132,2.068,0.004,0.063,0.004,0.063
iris,RuleKit_mincov-5_measure-C2_maxNbRules-10,3,0.386,0.386,0.386,12.9,2.186,28.3,0.981,0.94,0.981,0.94,0.089,0.089,0.089,1.969,0.093,5.208,0.008,0.073,0.008,0.073
iris,RuleKit_mincov-5_measure-C2_maxNbRules-100,3,0.444,0.444,0.444,16.5,2.118,35.0,0.981,0.94,0.981,0.94,0.106,0.106,0.106,2.635,0.075,6.164,0.008,0.073,0.008,0.073
iris,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,3,0.225,0.225,0.225,7.3,2.255,16.5,0.959,0.933,0.959,0.933,0.047,0.047,0.047,0.675,0.132,2.068,0.004,0.063,0.004,0.063
iris,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,3,0.191,0.191,0.191,5.0,2.12,10.6,0.972,0.927,0.972,0.927,0.046,0.046,0.046,0.0,0.193,0.966,0.01,0.066,0.01,0.066
iris,RuleKit_mincov-5_measure-C2_maxNbRules-3,3,0.282,0.282,0.282,7.0,2.0,14.0,0.981,0.94,0.981,0.94,0.052,0.052,0.052,0.0,0.135,0.943,0.007,0.066,0.007,0.066
iris,RuleKit_mincov-5_measure-C2_maxNbRules-5,3,0.388,0.388,0.388,10.0,2.02,20.2,0.98,0.94,0.98,0.94,0.137,0.137,0.137,0.667,0.079,1.549,0.009,0.058,0.009,0.058
iris,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,3,0.335,0.335,0.335,8.6,2.025,17.4,0.981,0.94,0.981,0.94,0.12,0.12,0.12,0.699,0.108,1.506,0.007,0.073,0.007,0.073
iris,RuleKit_mincov-5_measure-Correlation,3,0.123,0.123,0.123,3.2,1.517,4.9,0.964,0.907,0.964,0.907,0.055,0.055,0.055,0.422,0.196,1.197,0.011,0.072,0.011,0.072
iris,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,3,0.33,0.33,0.33,6.5,1.476,9.7,0.97,0.947,0.97,0.947,0.094,0.094,0.094,1.08,0.192,2.452,0.005,0.069,0.005,0.069
iris,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,3,0.428,0.428,0.428,6.5,1.476,9.7,0.97,0.947,0.97,0.947,0.166,0.166,0.166,1.08,0.192,2.452,0.005,0.069,0.005,0.069
iris,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,3,0.123,0.123,0.123,3.2,1.517,4.9,0.964,0.907,0.964,0.907,0.059,0.059,0.059,0.422,0.196,1.197,0.011,0.072,0.011,0.072
iris,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,3,0.103,0.103,0.103,3.2,1.517,4.9,0.964,0.907,0.964,0.907,0.045,0.045,0.045,0.422,0.196,1.197,0.011,0.072,0.011,0.072
iris,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,3,0.364,0.364,0.364,6.3,1.454,9.2,0.97,0.94,0.97,0.94,0.142,0.142,0.142,0.949,0.179,1.874,0.006,0.066,0.006,0.066
iris,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,3,0.392,0.392,0.392,6.5,1.476,9.7,0.97,0.947,0.97,0.947,0.165,0.165,0.165,1.08,0.192,2.452,0.005,0.069,0.005,0.069
iris,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,3,0.294,0.294,0.294,4.9,1.625,8.0,0.974,0.933,0.974,0.933,0.091,0.091,0.091,0.316,0.282,1.633,0.007,0.063,0.007,0.063
kdd-synthetic-control,AQ15,6,2.693,2.693,2.693,69.3,4.167,288.3,1.0,0.937,1.0,0.937,0.205,0.205,0.205,6.848,0.133,23.921,0.0,0.037,0.0,0.037
kdd-synthetic-control,CN2_default,6,7.372,7.376,7.374,47.9,1.105,52.8,1.0,0.903,1.0,0.903,0.44,0.44,0.44,3.725,0.092,4.638,0.0,0.032,0.0,0.032
kdd-synthetic-control,CN2_v2,6,85.822,85.876,85.84,77.4,1.035,80.1,0.994,0.882,0.994,0.882,2.335,2.337,2.333,2.066,0.048,4.533,0.002,0.047,0.002,0.047
kdd-synthetic-control,IDS,6,3.747,3.749,3.747,15.7,1.0,15.7,0.167,0.167,0.167,0.167,0.39,0.39,0.39,3.561,0.0,3.561,0.0,0.0,0.0,0.0
kdd-synthetic-control,JRip,6,0.119,0.126,0.119,11.9,2.096,24.6,0.971,0.852,0.971,0.852,0.011,0.018,0.011,1.37,0.4,3.502,0.008,0.037,0.008,0.037
kdd-synthetic-control,LORD,6,0.247,0.247,0.247,63.0,2.186,137.8,,0.913,,,0.346,0.346,0.346,5.312,0.07,13.088,,0.038,,
kdd-synthetic-control,MLRules,6,0.575,0.577,0.575,100.0,6.643,664.3,1.0,0.958,1.0,0.958,0.016,0.016,0.016,0.0,0.242,24.176,0.0,0.027,0.0,0.027
kdd-synthetic-control,OneR,6,0.007,0.007,0.007,20.2,1.0,20.2,0.682,0.572,0.682,0.572,0.0,0.0,0.0,2.15,0.0,2.15,0.003,0.044,0.003,0.044
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-C2,6,0.506,0.506,0.506,25.3,2.741,69.3,0.962,0.882,0.962,0.882,0.055,0.055,0.055,1.767,0.086,4.644,0.011,0.047,0.011,0.047
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,6,0.558,0.558,0.558,44.6,2.63,117.3,1.0,0.93,1.0,0.93,0.073,0.073,0.073,1.075,0.106,5.355,0.0,0.036,0.0,0.036
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,6,0.645,0.645,0.645,108.9,2.149,234.1,1.0,0.942,1.0,0.942,0.061,0.061,0.061,6.244,0.054,14.963,0.0,0.03,0.0,0.03
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,6,0.476,0.476,0.476,14.4,3.992,56.6,1.0,0.93,1.0,0.93,0.088,0.088,0.088,2.757,0.445,7.106,0.001,0.036,0.001,0.036
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,6,0.503,0.503,0.503,30.0,2.997,89.8,0.999,0.908,0.999,0.908,0.058,0.058,0.058,2.108,0.134,5.846,0.001,0.033,0.001,0.033
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,6,0.514,0.514,0.514,16.3,3.723,60.7,1.0,0.935,1.0,0.935,0.07,0.07,0.07,0.675,0.118,3.368,0.001,0.035,0.001,0.035
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,6,0.52,0.52,0.52,24.5,3.212,78.7,0.999,0.92,0.999,0.92,0.104,0.104,0.104,0.85,0.085,3.713,0.001,0.041,0.001,0.041
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,6,0.569,0.569,0.569,55.5,2.519,139.6,1.0,0.933,1.0,0.933,0.084,0.084,0.084,3.749,0.12,8.303,0.001,0.035,0.001,0.035
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-Correlation,6,0.463,0.463,0.463,9.3,4.77,44.5,0.954,0.875,0.954,0.875,0.032,0.032,0.032,1.494,0.344,8.58,0.014,0.045,0.014,0.045
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,6,0.583,0.583,0.583,28.2,4.645,131.0,0.997,0.933,0.997,0.933,0.076,0.076,0.076,3.19,0.187,16.111,0.002,0.041,0.002,0.041
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,6,0.548,0.548,0.548,30.1,4.668,140.5,0.997,0.93,0.997,0.93,0.063,0.063,0.063,3.929,0.175,19.312,0.002,0.043,0.002,0.043
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,6,0.542,0.542,0.542,9.3,4.77,44.5,0.954,0.875,0.954,0.875,0.122,0.122,0.122,1.494,0.344,8.58,0.014,0.045,0.014,0.045
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,6,0.523,0.523,0.523,12.5,5.16,64.2,0.998,0.938,0.998,0.938,0.069,0.069,0.069,2.415,0.184,10.539,0.003,0.028,0.003,0.028
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,6,0.506,0.506,0.506,15.6,5.03,78.5,0.998,0.937,0.998,0.937,0.07,0.07,0.07,0.699,0.146,4.673,0.003,0.028,0.003,0.028
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,6,0.569,0.569,0.569,21.8,4.789,104.4,0.998,0.943,0.998,0.943,0.101,0.101,0.101,1.687,0.135,8.631,0.002,0.031,0.002,0.031
kdd-synthetic-control,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,6,0.525,0.525,0.525,21.4,4.823,103.1,0.997,0.94,0.997,0.94,0.075,0.075,0.075,3.062,0.159,14.294,0.002,0.039,0.002,0.039
kdd-synthetic-control,RuleKit_mincov-5_measure-C2,6,0.521,0.521,0.521,37.8,2.44,92.2,0.979,0.89,0.979,0.89,0.06,0.06,0.06,2.741,0.124,7.642,0.006,0.03,0.006,0.03
kdd-synthetic-control,RuleKit_mincov-5_measure-C2_maxNbRules-10,6,0.582,0.582,0.582,44.6,2.63,117.3,1.0,0.93,1.0,0.93,0.079,0.079,0.079,1.075,0.106,5.355,0.0,0.036,0.0,0.036
kdd-synthetic-control,RuleKit_mincov-5_measure-C2_maxNbRules-100,6,0.653,0.653,0.653,108.9,2.149,234.1,1.0,0.942,1.0,0.942,0.079,0.079,0.079,6.244,0.054,14.963,0.0,0.03,0.0,0.03
kdd-synthetic-control,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,6,0.507,0.507,0.507,19.9,3.45,68.5,0.999,0.933,0.999,0.933,0.09,0.09,0.09,1.524,0.184,4.503,0.001,0.036,0.001,0.036
kdd-synthetic-control,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,6,0.514,0.514,0.514,42.8,2.678,114.4,1.0,0.922,1.0,0.922,0.071,0.071,0.071,3.795,0.114,8.462,0.0,0.032,0.0,0.032
kdd-synthetic-control,RuleKit_mincov-5_measure-C2_maxNbRules-3,6,0.51,0.51,0.51,16.3,3.723,60.7,1.0,0.935,1.0,0.935,0.081,0.081,0.081,0.675,0.118,3.368,0.001,0.035,0.001,0.035
kdd-synthetic-control,RuleKit_mincov-5_measure-C2_maxNbRules-5,6,0.482,0.482,0.482,24.5,3.212,78.7,0.999,0.92,0.999,0.92,0.053,0.053,0.053,0.85,0.085,3.713,0.001,0.041,0.001,0.041
kdd-synthetic-control,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,6,0.57,0.57,0.57,70.7,2.422,171.1,1.0,0.935,1.0,0.935,0.085,0.085,0.085,4.785,0.095,11.647,0.001,0.033,0.001,0.033
kdd-synthetic-control,RuleKit_mincov-5_measure-Correlation,6,0.549,0.549,0.549,13.7,4.895,67.1,0.984,0.913,0.984,0.913,0.068,0.068,0.068,1.418,0.287,8.346,0.006,0.022,0.006,0.022
kdd-synthetic-control,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,6,0.569,0.569,0.569,28.2,4.645,131.0,0.997,0.933,0.997,0.933,0.098,0.098,0.098,3.19,0.187,16.111,0.002,0.041,0.002,0.041
kdd-synthetic-control,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,6,0.601,0.601,0.601,30.1,4.668,140.5,0.997,0.93,0.997,0.93,0.074,0.074,0.074,3.929,0.175,19.312,0.002,0.043,0.002,0.043
kdd-synthetic-control,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,6,0.478,0.478,0.478,12.7,4.935,62.6,0.987,0.918,0.987,0.918,0.043,0.043,0.043,1.16,0.305,6.363,0.009,0.02,0.009,0.02
kdd-synthetic-control,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,6,0.545,0.545,0.545,17.7,5.021,88.8,0.997,0.945,0.997,0.945,0.061,0.061,0.061,2.584,0.125,12.524,0.003,0.03,0.003,0.03
kdd-synthetic-control,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,6,0.487,0.487,0.487,15.6,5.03,78.5,0.998,0.937,0.998,0.937,0.048,0.048,0.048,0.699,0.146,4.673,0.003,0.028,0.003,0.028
kdd-synthetic-control,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,6,0.518,0.518,0.518,21.8,4.789,104.4,0.998,0.943,0.998,0.943,0.081,0.081,0.081,1.687,0.135,8.631,0.002,0.031,0.002,0.031
kdd-synthetic-control,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,6,0.515,0.515,0.515,25.3,4.656,117.8,0.997,0.942,0.997,0.942,0.036,0.036,0.036,2.71,0.185,13.563,0.002,0.038,0.002,0.038
kr-vs-kp,AQ15,2,0.643,0.643,0.643,46.9,4.937,231.8,1.0,0.995,1.0,0.994,0.11,0.11,0.11,3.381,0.267,23.794,0.0,0.002,0.0,0.003
kr-vs-kp,BRCG,2,2.778,86.232,2.779,7.6,2.302,17.5,0.843,0.837,0.841,0.836,0.223,9.891,0.223,0.516,0.141,1.65,0.007,0.016,0.008,0.016
kr-vs-kp,CN2_default,2,3.877,3.879,3.878,102.7,1.738,178.5,1.0,0.988,1.0,0.988,0.185,0.185,0.186,5.87,0.021,11.178,0.0,0.007,0.0,0.007
kr-vs-kp,CN2_v2,2,1.005,1.006,1.005,74.7,1.864,139.3,0.998,0.987,0.998,0.987,0.04,0.04,0.04,4.877,0.033,10.51,0.0,0.005,0.0,0.005
kr-vs-kp,IDS,2,24.708,24.724,24.712,15.5,1.963,30.4,0.698,0.7,0.702,0.705,11.074,11.078,11.076,2.718,0.032,5.168,0.048,0.062,0.034,0.05
kr-vs-kp,JRip,2,0.189,2.411,0.235,15.3,3.199,49.3,0.995,0.989,0.995,0.989,0.085,4.767,0.149,2.111,0.263,9.956,0.001,0.004,0.001,0.004
kr-vs-kp,LORD,2,0.269,0.269,0.269,48.4,4.619,224.1,,0.995,,,0.332,0.332,0.332,2.503,0.256,23.751,,0.006,,
kr-vs-kp,MLRules,2,2.259,2.26,2.259,100.0,5.114,511.4,0.996,0.993,0.996,0.993,0.062,0.062,0.062,0.0,0.106,10.575,0.001,0.005,0.001,0.005
kr-vs-kp,OneR,2,0.001,0.001,0.001,2.0,1.0,2.0,0.685,0.668,0.677,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.015,0.002,0.015
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-C2,2,0.486,0.486,0.486,7.0,3.329,23.3,0.939,0.937,0.938,0.936,0.076,0.076,0.076,0.0,0.302,2.111,0.008,0.01,0.008,0.01
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.551,0.551,0.551,19.9,4.968,98.9,0.969,0.964,0.968,0.963,0.078,0.078,0.078,0.316,0.202,5.043,0.007,0.01,0.007,0.011
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.642,0.642,0.642,41.3,4.428,183.1,0.965,0.961,0.964,0.96,0.109,0.109,0.109,2.83,0.206,18.015,0.008,0.012,0.008,0.013
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.45,0.45,0.45,7.0,3.329,23.3,0.939,0.937,0.938,0.936,0.045,0.045,0.045,0.0,0.302,2.111,0.008,0.01,0.008,0.01
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.52,0.52,0.52,4.0,2.6,10.4,0.898,0.898,0.901,0.901,0.124,0.124,0.124,0.0,0.129,0.516,0.001,0.011,0.001,0.011
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.445,0.445,0.445,6.0,2.633,15.8,0.93,0.929,0.93,0.929,0.048,0.048,0.048,0.0,0.105,0.632,0.01,0.012,0.012,0.014
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.566,0.566,0.566,10.0,3.84,38.4,0.953,0.952,0.952,0.951,0.169,0.169,0.169,0.0,0.165,1.647,0.004,0.008,0.005,0.008
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.485,0.485,0.485,8.0,4.025,32.2,0.945,0.942,0.944,0.941,0.098,0.098,0.098,0.0,0.234,1.874,0.002,0.009,0.002,0.009
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.505,0.505,0.505,5.0,2.3,11.5,0.943,0.942,0.942,0.941,0.132,0.132,0.132,0.0,0.194,0.972,0.001,0.008,0.001,0.008
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.536,0.536,0.536,8.0,3.612,29.0,0.929,0.929,0.927,0.927,0.105,0.105,0.105,1.054,0.311,5.207,0.008,0.012,0.009,0.012
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,0.512,0.512,0.512,7.4,3.506,26.2,0.923,0.923,0.921,0.921,0.111,0.111,0.111,0.699,0.417,5.329,0.003,0.01,0.003,0.011
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.487,0.487,0.487,5.0,2.3,11.5,0.943,0.942,0.942,0.941,0.095,0.095,0.095,0.0,0.194,0.972,0.001,0.008,0.001,0.008
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.462,0.462,0.462,5.0,2.3,11.5,0.943,0.942,0.942,0.941,0.134,0.134,0.134,0.0,0.194,0.972,0.001,0.008,0.001,0.008
kr-vs-kp,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.448,0.448,0.448,6.0,3.033,18.2,0.927,0.927,0.925,0.925,0.089,0.089,0.089,0.0,0.172,1.033,0.006,0.01,0.006,0.01
